Date,Close,High,Low,Open,Volume
2022-12-05,10.569999694824219,11.329999923706055,10.4399995803833,11.180000305175781,1383900.0
2022-12-06,10.329999923706055,10.680000305175781,10.239999771118164,10.5,1454700.0
2022-12-07,10.170000076293945,10.34000015258789,10.039999961853027,10.239999771118164,1050300.0
2022-12-08,10.260000228881836,10.569999694824219,10.079999923706055,10.09000015258789,1153900.0
2022-12-09,10.460000038146973,10.65999984741211,10.029999732971191,10.109999656677246,1162200.0
2022-12-12,10.210000038146973,10.529999732971191,10.109999656677246,10.529999732971191,1201700.0
2022-12-13,10.539999961853027,10.729999542236328,10.300000190734863,10.619999885559082,2454600.0
2022-12-14,11.0600004196167,11.199999809265137,10.699999809265137,11.029999732971191,2007400.0
2022-12-15,10.739999771118164,10.90999984741211,10.479999542236328,10.829999923706055,1574000.0
2022-12-16,10.229999542236328,10.75,10.15999984741211,10.59000015258789,3463200.0
2022-12-19,9.920000076293945,10.3100004196167,9.890000343322754,10.270000457763672,1338600.0
2022-12-20,9.800000190734863,10.039999961853027,9.600000381469727,9.880000114440918,1286200.0
2022-12-21,10.140000343322754,10.489999771118164,10.0600004196167,10.100000381469727,1250100.0
2022-12-22,10.229999542236328,10.239999771118164,9.75,10.0,1093200.0
2022-12-23,10.380000114440918,10.399999618530273,10.050000190734863,10.210000038146973,800000.0
2022-12-27,10.40999984741211,10.449999809265137,10.100000381469727,10.319999694824219,774000.0
2022-12-28,10.079999923706055,10.5,9.960000038146973,10.40999984741211,1022000.0
2022-12-29,10.770000457763672,10.850000381469727,10.109999656677246,10.140000343322754,1119600.0
2022-12-30,10.930000305175781,11.0600004196167,10.619999885559082,10.619999885559082,1007800.0
2023-01-03,11.210000038146973,11.399999618530273,11.020000457763672,11.149999618530273,1641500.0
2023-01-04,11.5600004196167,11.699999809265137,11.329999923706055,11.430000305175781,1654100.0
2023-01-05,10.800000190734863,11.050000190734863,10.390000343322754,10.850000381469727,1637200.0
2023-01-06,10.899999618530273,11.100000381469727,10.720000267028809,10.899999618530273,1713100.0
2023-01-09,11.239999771118164,11.390000343322754,10.699999809265137,10.949999809265137,2120500.0
2023-01-10,12.15999984741211,12.199999809265137,11.260000228881836,11.34000015258789,2449200.0
2023-01-11,12.819999694824219,13.109999656677246,12.149999618530273,12.1899995803833,2574000.0
2023-01-12,13.399999618530273,13.399999618530273,12.829999923706055,12.890000343322754,1491600.0
2023-01-13,13.619999885559082,13.640000343322754,13.25,13.25,2979700.0
2023-01-17,13.84000015258789,13.899999618530273,13.529999732971191,13.859999656677246,1352200.0
2023-01-18,13.579999923706055,14.149999618530273,13.489999771118164,13.920000076293945,1492100.0
2023-01-19,13.390000343322754,13.550000190734863,13.069999694824219,13.399999618530273,1224300.0
2023-01-20,13.529999732971191,13.579999923706055,13.229999542236328,13.460000038146973,748400.0
2023-01-23,14.329999923706055,14.329999923706055,13.609999656677246,13.680000305175781,1045600.0
2023-01-24,14.029999732971191,14.449999809265137,13.989999771118164,14.329999923706055,1094700.0
2023-01-25,14.630000114440918,14.680000305175781,13.720000267028809,13.8100004196167,1414400.0
2023-01-26,14.899999618530273,15.0600004196167,14.59000015258789,14.760000228881836,1233700.0
2023-01-27,15.270000457763672,15.390000343322754,14.829999923706055,14.84000015258789,1096300.0
2023-01-30,15.220000267028809,15.239999771118164,14.760000228881836,15.050000190734863,1365600.0
2023-01-31,16.1299991607666,16.200000762939453,15.220000267028809,15.25,2035500.0
2023-02-01,16.100000381469727,16.239999771118164,15.619999885559082,16.1200008392334,1231800.0
2023-02-02,16.399999618530273,16.700000762939453,16.209999084472656,16.25,1421700.0
2023-02-03,16.209999084472656,16.450000762939453,15.850000381469727,15.9399995803833,1373100.0
2023-02-06,15.84000015258789,16.1299991607666,15.649999618530273,16.049999237060547,1579300.0
2023-02-07,15.680000305175781,15.800000190734863,15.270000457763672,15.649999618530273,2527100.0
2023-02-08,15.069999694824219,15.5,14.640000343322754,15.430000305175781,2774500.0
2023-02-09,14.640000343322754,15.329999923706055,14.510000228881836,15.329999923706055,2209500.0
2023-02-10,14.539999961853027,14.569999694824219,14.170000076293945,14.420000076293945,1594400.0
2023-02-13,14.90999984741211,14.90999984741211,14.199999809265137,14.5,1190200.0
2023-02-14,15.59000015258789,15.729999542236328,14.529999732971191,14.710000038146973,2198700.0
2023-02-15,16.010000228881836,16.190000534057617,15.489999771118164,15.529999732971191,1244500.0
2023-02-16,15.670000076293945,16.290000915527344,15.65999984741211,15.760000228881836,1072900.0
2023-02-17,15.800000190734863,15.869999885559082,15.34000015258789,15.65999984741211,1063000.0
2023-02-21,15.039999961853027,15.699999809265137,15.029999732971191,15.4399995803833,1871800.0
