,date,open,high,low,close,volume,dividends,splits,eps_estimate,reported_eps,surprise_pct,Amortization,AmortizationOfIntangiblesIncomeStatement,AverageDilutionEarnings,BasicAverageShares,BasicEPS,CostOfRevenue,DepletionIncomeStatement,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EarningsFromEquityInterest,EarningsFromEquityInterestNetOfTax,ExciseTaxes,GainOnSaleOfBusiness,GainOnSaleOfPPE,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromTaxLossCarryforward,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherGandA,OtherIncomeExpense,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherTaxes,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ProvisionForDoubtfulAccounts,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,ResearchAndDevelopment,RestructuringAndMergernAcquisition,SalariesAndWages,SecuritiesAmortization,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff,total_revenue,symbol,numberOfFunds,marketCapitalizationPrimary,numberOfFunds_prev,gap,earnings_acceleration,sales_acceleration,highest_1,highest_1_index,lowest_1,drawdown_open_1,drawdown_low_1,maxrunup_open_1,maxrunup_close_1,win1
37888,2023-09-01 00:00:00+00:00,7.45,11.88,6.68,10.5,6285200,0.0,0.0,-0.06,-0.05,16.67,,,,2947542.0,-1.25,,,,,,2947542.0,-1.25,-3413000.0,-3413000.0,-3403000.0,,,,,,,2319000.0,,,,0.0,0.0,132000.0,132000.0,,-3413000.0,-3413000.0,-3413000.0,,,-3413000.0,-3413000.0,,-3413000.0,132000.0,132000.0,-3403000.0,-3413000.0,3543000.0,-3543000.0,0.0,1007000.0,-2000.0,-2000.0,,,,,,-3413000.0,,,10000.0,,,1224000.0,,1312000.0,,,2319000.0,,0.0,,0.0,3543000.0,-3543000.0,-207000.0,,,,0.0,AXLA,21.0,3802920.0,23.0,29.0,0.0,,41.25,7.0,6.68,-10.4,0.0,453.69,292.86,1.43
37890,2023-09-13 00:00:00+00:00,32.25,41.25,25.25,29.75,3650888,0.0,0.0,-0.06,-0.05,16.67,,,,2947542.0,-1.25,,,,,,2947542.0,-1.25,-3413000.0,-3413000.0,-3403000.0,,,,,,,2319000.0,,,,0.0,0.0,132000.0,132000.0,,-3413000.0,-3413000.0,-3413000.0,,,-3413000.0,-3413000.0,,-3413000.0,132000.0,132000.0,-3403000.0,-3413000.0,3543000.0,-3543000.0,0.0,1007000.0,-2000.0,-2000.0,,,,,,-3413000.0,,,10000.0,,,1224000.0,,1312000.0,,,2319000.0,,0.0,,0.0,3543000.0,-3543000.0,-207000.0,,,,0.0,AXLA,21.0,3802920.0,23.0,13.16,0.0,,41.25,0.0,25.25,-21.71,0.0,27.91,38.66,-65.58
37906,2023-01-11 00:00:00+00:00,61.45,64.13,59.06,61.76,2890300,0.0,0.0,-0.48,-0.34,28.52,2317000.0,2317000.0,,47208192.0,-0.34,19124000.0,,2317000.0,2317000.0,,47208192.0,-0.34,-16252000.0,-14874000.0,-12557000.0,,,,,,,9389000.0,51260000.0,,,1898000.0,1898000.0,1501000.0,1501000.0,,-16252000.0,-16252000.0,-16252000.0,,,-16252000.0,-16252000.0,,-16252000.0,-397000.0,-397000.0,-4315000.0,-8265535.42,59393000.0,-8133000.0,70384000.0,9389000.0,-8242000.0,,,,,,,-16772000.0,,19124000.0,2317000.0,,,7936000.0,8242000.0,,,39751000.0,49140000.0,-8242000.0,-255535.42,-520000.0,0.03,78517000.0,-16375000.0,,-8242000.0,-8242000.0,,70384000.0,AXNX,,,,10.05,0.0,,68.22,4.0,59.06,-3.89,0.0,11.02,10.46,-8.71
38093,2023-08-09 00:00:00+00:00,198.12,207.86,196.49,200.44,2983400,0.0,0.0,0.62,1.11,78.82,,,,74224000.0,0.17,142484000.0,,,,,75780000.0,0.16,12420000.0,40259000.0,47739000.0,,,,,,,,232121000.0,,,52368000.0,52368000.0,25276000.0,25276000.0,,12420000.0,12420000.0,12420000.0,,,12420000.0,12420000.0,,12420000.0,-52368000.0,-52368000.0,47739000.0,12420000.0,191862000.0,40259000.0,374605000.0,,,,,,,,,-12109000.0,,142484000.0,7480000.0,,,71940000.0,,,,,119922000.0,,0.0,-24529000.0,0.21,334346000.0,40259000.0,52368000.0,,,,374605000.0,AXON,1357.0,17015035900.0,977.0,12.74,0.0,9.2,216.81,20.0,192.87,-2.65,-1.84,9.43,8.17,7.12
38926,2023-04-13 00:00:00+00:00,4.88,4.88,4.48,4.72,10588,0.0,0.0,-0.11,-0.15,-36.36,,,,4664988.0,-1.2,219792.0,,,,,4664988.0,-1.2,-5475769.0,-5798107.0,-5563563.0,,,,,,116280.0,2843317.0,-106708.0,,,0.0,0.0,144360.0,144360.0,,-5475769.0,-5475769.0,-5475769.0,,,-5475769.0,-5475769.0,,-5475769.0,144360.0,144360.0,-5679843.0,-5592049.0,5691399.0,-5798107.0,113084.0,2843317.0,177978.0,61698.0,,,,,,-5475769.0,,219792.0,234544.0,,,2129990.0,,,,718092.0,3561409.0,,0.0,,0.0,5911191.0,-5798107.0,,116280.0,116280.0,,113084.0,AYRO,17.0,10613250.0,,10.91,0.0,-69.7,4.88,0.0,4.48,-8.2,0.0,0.0,3.39,-6.78
38996,2023-01-10 00:00:00+00:00,3.98,3.98,3.31,3.51,293700,0.0,0.0,-3.6,-1.2,66.67,1197000.0,1197000.0,,2517906.0,-0.28,9623000.0,,1197000.0,1197000.0,,2517906.0,-0.28,-2881000.0,-1653000.0,675000.0,,,,,,,7322000.0,18032000.0,0.0,,,,,,,-2881000.0,-2881000.0,-2881000.0,,,-2881000.0,-2881000.0,,-2881000.0,,,803000.0,-2753000.0,19685000.0,-1653000.0,27655000.0,7322000.0,-1228000.0,-1100000.0,,,,,,-2881000.0,,8492000.0,2328000.0,,,1064000.0,128000.0,,,10102000.0,17424000.0,-128000.0,0.0,0.0,0.0,29308000.0,-1653000.0,,-128000.0,-128000.0,,27655000.0,AYTU,,,,11.17,0.0,,3.98,0.0,3.31,-16.83,0.0,0.0,13.39,-6.55
39133,2023-02-10 00:00:00+00:00,67.42,68.95,62.76,62.92,6440000,0.0,0.0,0.51,0.84,64.13,,,,68673000.0,-1.09,31994000.0,,,,,68673000.0,-1.09,-74513000.0,-70853000.0,-60736000.0,,,,,,,56887000.0,183718000.0,0.0,,2454000.0,2454000.0,,,,-74513000.0,-74513000.0,-74513000.0,,,-74513000.0,-74513000.0,,-74513000.0,-2454000.0,-2454000.0,-60736000.0,-74513000.0,247666000.0,-63948000.0,215712000.0,56887000.0,-6905000.0,-6905000.0,,,,,,-73307000.0,,31994000.0,10117000.0,,,54803000.0,,,,135976000.0,192863000.0,0.0,0.0,1206000.0,0.21,279660000.0,-63948000.0,,0.0,0.0,0.0,215712000.0,AYX,,,,12.19,0.0,,70.63,2.0,62.76,-6.9,0.0,4.77,12.25,-9.31
39215,2023-11-07 00:00:00+00:00,36.65,37.53,34.81,36.27,8537600,0.0,0.0,-0.05,0.29,629.0,,,,70651000.0,-1.7,33000000.0,,,,,70651000.0,-1.7,-120000000.0,-105000000.0,-95000000.0,,,,,,,50000000.0,155000000.0,2000000.0,,13000000.0,13000000.0,,,,-120000000.0,-120000000.0,-120000000.0,,,-120000000.0,-120000000.0,,-120000000.0,-13000000.0,-13000000.0,-93000000.0,-118420000.0,269000000.0,-114000000.0,188000000.0,50000000.0,9000000.0,11000000.0,,,,,,-118000000.0,,33000000.0,10000000.0,,,57000000.0,9000000.0,45000000.0,,162000000.0,212000000.0,-2000000.0,-420000.0,2000000.0,0.21,302000000.0,-116000000.0,,-2000000.0,-2000000.0,2000000.0,188000000.0,AYX,365.0,2828132000.0,418.0,20.8,0.0,-5.57,40.76,15.0,34.81,-5.02,0.0,11.21,12.38,
39309,2023-10-16 00:00:00+00:00,1.46,1.47,1.26,1.47,71800,0.0,0.0,-0.16,-0.34,-105.45,,,,33386071.0,-0.19,2222000.0,,81000.0,81000.0,,33386071.0,-0.19,-6968000.0,-4738000.0,-4493000.0,,,,,0.0,-2749000.0,3797000.0,638000.0,,88000.0,240000.0,240000.0,65000.0,65000.0,454000.0,-6968000.0,-6968000.0,-7422000.0,,,-6968000.0,-6968000.0,,-7422000.0,65000.0,65000.0,-1744000.0,-4219000.0,5376000.0,-4738000.0,2860000.0,3797000.0,-2749000.0,,,,,,,-7422000.0,,2222000.0,245000.0,61000.0,61000.0,1220000.0,,4663000.0,,359000.0,4156000.0,0.0,0.0,0.0,0.0,7598000.0,-4738000.0,,-2749000.0,-2749000.0,,2860000.0,AZ,2.0,58419780.0,2.0,14.06,0.0,-37.93,1.84,10.0,1.23,-15.75,-2.38,26.03,25.17,-8.16
39313,2023-10-27 00:00:00+00:00,1.45,1.56,1.41,1.5,62400,0.0,0.0,-0.16,-0.34,-105.45,,,,33386071.0,-0.19,2222000.0,,81000.0,81000.0,,33386071.0,-0.19,-6968000.0,-4738000.0,-4493000.0,,,,,0.0,-2749000.0,3797000.0,638000.0,,88000.0,240000.0,240000.0,65000.0,65000.0,454000.0,-6968000.0,-6968000.0,-7422000.0,,,-6968000.0,-6968000.0,,-7422000.0,65000.0,65000.0,-1744000.0,-4219000.0,5376000.0,-4738000.0,2860000.0,3797000.0,-2749000.0,,,,,,,-7422000.0,,2222000.0,245000.0,61000.0,61000.0,1220000.0,,4663000.0,,359000.0,4156000.0,0.0,0.0,0.0,0.0,7598000.0,-4738000.0,,-2749000.0,-2749000.0,,2860000.0,AZ,2.0,58419780.0,2.0,10.69,0.0,-37.93,1.84,1.0,1.41,-2.76,0.0,26.9,22.67,6.0
39335,2023-02-09 00:00:00+00:00,29.27,30.26,26.57,27.06,7287800,0.0,0.0,-0.1,-0.09,13.6,,,,151459182.0,-0.03,232768000.0,,,,,151459182.0,-0.03,-4776000.0,4207000.0,36010000.0,,,,,-179000.0,,67478000.0,71864000.0,,,6180000.0,6180000.0,,,,-4776000.0,-4776000.0,-4776000.0,,,-4776000.0,-4776000.0,,-4776000.0,-6180000.0,-6180000.0,36189000.0,-4634590.0,67478000.0,4386000.0,304632000.0,67478000.0,-179000.0,,,,,,,-1973000.0,,232768000.0,31803000.0,,,,,,,,67478000.0,-179000.0,-37590.0,2803000.0,0.21,300246000.0,4207000.0,538000.0,-179000.0,-179000.0,,304632000.0,AZEK,,,,13.12,0.0,,30.26,0.0,26.57,-9.24,0.0,3.36,11.83,-17.33
39859,2023-08-09 00:00:00+00:00,55.62,61.19,55.39,57.76,3887900,0.0,0.0,-0.02,0.13,714.08,,,,63432000.0,-0.02,97943000.0,,,,,63432000.0,-0.02,-1470000.0,-3670000.0,17633000.0,,,,,,,,68005000.0,,,0.0,0.0,11347000.0,11347000.0,,-1470000.0,-1470000.0,-2463000.0,993000.0,,-1470000.0,-2463000.0,,-1470000.0,11347000.0,11347000.0,17041000.0,-2860301.36,84433000.0,-16428000.0,165948000.0,,1411000.0,819000.0,,0.0,,,,-3670000.0,,97943000.0,21303000.0,,,8968000.0,-592000.0,,,,75465000.0,592000.0,194698.64,-1207000.0,0.33,182376000.0,-15836000.0,,592000.0,592000.0,,165948000.0,AZTA,498.0,3188284000.0,540.0,15.87,0.0,11.82,61.19,0.0,55.39,-0.41,0.0,10.01,5.94,-9.68
39891,2023-11-14 00:00:00+00:00,53.42,55.86,52.89,54.45,2251600,0.0,0.0,0.02,0.13,629.11,,,,63432000.0,-0.02,97943000.0,,,,,63432000.0,-0.02,-1470000.0,-3670000.0,17633000.0,,,,,,,,68005000.0,,,0.0,0.0,11347000.0,11347000.0,,-1470000.0,-1470000.0,-2463000.0,993000.0,,-1470000.0,-2463000.0,,-1470000.0,11347000.0,11347000.0,17041000.0,-2860301.36,84433000.0,-16428000.0,165948000.0,,1411000.0,819000.0,,0.0,,,,-3670000.0,,97943000.0,21303000.0,,,8968000.0,-592000.0,,,,75465000.0,592000.0,194698.64,-1207000.0,0.33,182376000.0,-15836000.0,,592000.0,592000.0,,165948000.0,AZTA,498.0,3188284000.0,540.0,11.73,0.0,11.82,58.65,6.0,52.89,-0.99,0.0,9.79,7.71,
40058,2023-05-08 00:00:00+00:00,11.32,11.35,9.33,10.07,10571200,0.0,0.0,-0.42,-0.81,-91.53,,,,398151516.0,0.46,18461000000.0,,,,,398151516.0,0.46,184000000.0,1138000000.0,2368000000.0,13000000.0,,,,,741000000.0,616000000.0,985000000.0,,,994000000.0,994000000.0,313000000.0,313000000.0,-58000000.0,184000000.0,184000000.0,242000000.0,,,184000000.0,184000000.0,,242000000.0,-1093000000.0,-1093000000.0,1684000000.0,-226400000.0,1276000000.0,-291000000.0,19446000000.0,616000000.0,1529000000.0,832000000.0,103000000.0,44000000.0,-14000000.0,,,144000000.0,,18461000000.0,1230000000.0,,,94000000.0,,,,477000000.0,1093000000.0,-57000000.0,273600000.0,-98000000.0,0.4,19737000000.0,690000000.0,412000000.0,684000000.0,684000000.0,13000000.0,19446000000.0,BAK,42.0,1838288770.0,,23.45,0.0,-23.4,11.35,0.0,9.33,-17.58,0.0,0.27,12.71,2.09
40118,2023-11-09 00:00:00+00:00,8.22,8.36,7.95,8.08,3096000,0.0,0.0,-0.45,-0.39,13.78,,,,398484206.0,-1.93,17298000000.0,,,,,398484206.0,-1.93,-771000000.0,-606000000.0,698000000.0,-2000000.0,,,,,1019000000.0,558000000.0,459000000.0,,,874000000.0,874000000.0,332000000.0,332000000.0,53000000.0,-771000000.0,-771000000.0,-823000000.0,,,-771000000.0,-771000000.0,,-823000000.0,-859000000.0,-859000000.0,-259000000.0,-1345200000.0,2014000000.0,-1555000000.0,17756000000.0,558000000.0,934000000.0,-21000000.0,1024000000.0,27000000.0,-144000000.0,,,-1480000000.0,,17298000000.0,1304000000.0,,,81000000.0,,,,495000000.0,1053000000.0,-62000000.0,382800000.0,-656000000.0,0.4,19312000000.0,-1640000000.0,317000000.0,957000000.0,957000000.0,35000000.0,17756000000.0,BAK,42.0,1838288770.0,42.0,16.93,0.0,-8.69,8.62,13.0,7.8,-5.1,-1.87,4.87,6.68,
41418,2023-07-19 00:00:00+00:00,52.5,54.94,44.42,44.48,317800,0.0,0.0,-0.04,-1.11,-2675.0,,,,61719290.0,-0.54,197731000.0,,19250000.0,19250000.0,,61719290.0,-0.54,-28913000.0,-11324000.0,7926000.0,11462000.0,,,,2503000.0,3840000.0,,72392000.0,232000.0,,9448000.0,9448000.0,,,0.0,-28913000.0,-28913000.0,-28913000.0,,,-28913000.0,-28913000.0,,-28913000.0,-9448000.0,-9448000.0,1815000.0,-32579600.0,52693000.0,19699000.0,270123000.0,,-31023000.0,-48596000.0,39000000.0,,,,,-20772000.0,,198052000.0,18929000.0,,,,,,,,33443000.0,2271000.0,2444400.0,8141000.0,0.4,250424000.0,19467000.0,,6111000.0,6111000.0,,270123000.0,BATRA,193.0,2472006140.0,190.0,21.05,0.0,771.36,54.94,0.0,44.42,-15.39,0.0,4.65,23.53,-4.94
41538,2023-07-19 00:00:00+00:00,49.98,50.15,42.19,42.54,189400,0.0,0.0,-0.3,-1.11,-270.0,,,,61719290.0,-0.54,197731000.0,,19250000.0,19250000.0,,61719290.0,-0.54,-28913000.0,-11324000.0,7926000.0,11462000.0,,,,2503000.0,3840000.0,,72392000.0,232000.0,,9448000.0,9448000.0,,,0.0,-28913000.0,-28913000.0,-28913000.0,,,-28913000.0,-28913000.0,,-28913000.0,-9448000.0,-9448000.0,1815000.0,-32579600.0,52693000.0,19699000.0,270123000.0,,-31023000.0,-48596000.0,39000000.0,,,,,-20772000.0,,198052000.0,18929000.0,,,,,,,,33443000.0,2271000.0,2444400.0,8141000.0,0.4,250424000.0,19467000.0,,6111000.0,6111000.0,,270123000.0,BATRK,272.0,0.0,256.0,19.03,0.0,771.36,50.15,0.0,42.19,-15.59,0.0,0.34,17.89,-13.38
41814,2023-01-12 00:00:00+00:00,3.63,3.85,2.65,3.05,112679500,0.0,0.0,-0.09,-0.13,-44.44,,,,126270282.0,-0.13,28900000.0,,,,,126270282.0,-0.13,-16110000.0,-12301000.0,-10263000.0,,,,,,102000.0,,11751000.0,0.0,,3557000.0,3557000.0,,,,-16110000.0,-16110000.0,-16110000.0,,,-16110000.0,-16110000.0,,-16110000.0,-3557000.0,-3557000.0,-8237000.0,-14894400.0,22018000.0,-10267000.0,40651000.0,,-2034000.0,-8000.0,,,,,,-15858000.0,,28900000.0,2038000.0,,,1785000.0,2128000.0,,,,20233000.0,-2128000.0,-810400.0,252000.0,0.4,50918000.0,-12395000.0,,-2026000.0,-2026000.0,,40651000.0,BBAI,,,,329.08,0.0,,6.77,16.0,1.75,-51.79,-33.96,86.5,121.97,28.52
41817,2023-01-30 00:00:00+00:00,3.02,4.14,2.55,3.98,60434100,0.0,0.0,-0.09,-0.13,-44.44,,,,126270282.0,-0.13,28900000.0,,,,,126270282.0,-0.13,-16110000.0,-12301000.0,-10263000.0,,,,,,102000.0,,11751000.0,0.0,,3557000.0,3557000.0,,,,-16110000.0,-16110000.0,-16110000.0,,,-16110000.0,-16110000.0,,-16110000.0,-3557000.0,-3557000.0,-8237000.0,-14894400.0,22018000.0,-10267000.0,40651000.0,,-2034000.0,-8000.0,,,,,,-15858000.0,,28900000.0,2038000.0,,,1785000.0,2128000.0,,,,20233000.0,-2128000.0,-810400.0,252000.0,0.4,50918000.0,-12395000.0,,-2026000.0,-2026000.0,,40651000.0,BBAI,,,,24.79,0.0,,6.77,5.0,2.55,-15.56,0.0,124.17,70.1,-34.42
41820,2023-02-06 00:00:00+00:00,5.78,6.77,5.33,6.11,34829400,0.0,0.0,-0.09,-0.13,-44.44,,,,126270282.0,-0.13,28900000.0,,,,,126270282.0,-0.13,-16110000.0,-12301000.0,-10263000.0,,,,,,102000.0,,11751000.0,0.0,,3557000.0,3557000.0,,,,-16110000.0,-16110000.0,-16110000.0,,,-16110000.0,-16110000.0,,-16110000.0,-3557000.0,-3557000.0,-8237000.0,-14894400.0,22018000.0,-10267000.0,40651000.0,,-2034000.0,-8000.0,,,,,,-15858000.0,,28900000.0,2038000.0,,,1785000.0,2128000.0,,,,20233000.0,-2128000.0,-810400.0,252000.0,0.4,50918000.0,-12395000.0,,-2026000.0,-2026000.0,,40651000.0,BBAI,,,,11.33,0.0,,6.77,0.0,5.33,-7.75,0.0,17.17,10.8,-58.27
41863,2023-05-25 00:00:00+00:00,2.68,2.68,2.35,2.4,10361700,0.0,0.0,-0.06,-0.19,-216.67,,,,137968421.0,-0.19,31941000.0,,,,,137968421.0,-0.19,-26214000.0,-22599000.0,-20613000.0,,,,,,-10567000.0,,10213000.0,0.0,,3556000.0,3556000.0,,,,-26214000.0,-26214000.0,-26214000.0,,,-26214000.0,-26214000.0,,-26214000.0,-3556000.0,-3556000.0,-9291000.0,-17269620.0,21490000.0,-11277000.0,42154000.0,,-11322000.0,-8000.0,,,,,,-26155000.0,,31941000.0,1986000.0,,,1128000.0,755000.0,,,,20362000.0,-755000.0,-2377620.0,59000.0,0.21,53431000.0,-12032000.0,,-11322000.0,-11322000.0,,42154000.0,BBAI,12.0,296380352.0,,11.67,0.0,3.7,2.7,14.0,1.94,-27.61,-17.45,0.75,12.5,-0.83
42045,2023-11-20 00:00:00+00:00,5.22,5.47,4.96,5.23,3449500,0.0,0.0,0.64,0.67,3.91,330293000.0,330293000.0,,204236667.0,147.18,,,3493000000.0,3493000000.0,2490028000.0,204236667.0,147.18,30058000000.0,,,,,,,,7414000000.0,52196000000.0,,,928000000.0,185894000000.0,,371538000000.0,,-304000000.0,30058000000.0,30058000000.0,30362000000.0,,,30058000000.0,30058000000.0,,30362000000.0,185644000000.0,,,28283170103.41,,,223087000000.0,17385000000.0,,,,-542000000.0,,,,48447000000.0,,,3493000000.0,4838000000.0,4838000000.0,,0.0,29045000000.0,,1697000000.0,53893000000.0,2832000000.0,1057170103.41,18085000000.0,0.37,,,,2832000000.0,2832000000.0,-2290000000.0,223087000000.0,BBAR,26.0,1084493180.0,26.0,18.37,0.0,45.72,5.93,4.0,4.25,-18.58,-14.31,13.6,13.38,
42130,2023-09-08 00:00:00+00:00,8.37,8.37,7.42,8.01,145100,0.0,0.0,0.16,0.18,11.52,,,5000.0,53198637.0,0.18,71187000.0,,,,,54104738.0,0.18,9577000.0,20720000.0,35427000.0,,,,,,911000.0,29937000.0,49484000.0,,,7066000.0,7066000.0,,,,10336000.0,9572000.0,10336000.0,,,10336000.0,10336000.0,,10336000.0,-7066000.0,-7066000.0,34516000.0,9646378.2,29937000.0,19547000.0,120671000.0,29937000.0,1173000.0,262000.0,,,,323000.0,441000.0,13654000.0,,71187000.0,14707000.0,,,,3000.0,,,,29937000.0,-3000.0,221378.2,3318000.0,0.24,101124000.0,19547000.0,,911000.0,911000.0,,120671000.0,BBCP,164.0,399555520.0,154.0,11.6,0.0,28.96,9.15,11.0,7.42,-11.35,0.0,9.32,14.23,8.24
42413,2023-03-29 00:00:00+00:00,0.9,0.9,0.82,0.83,15900,0.0,0.0,0.08,-0.87,-1260.0,,,,29546324.0,0.02,,,2456646.0,2456646.0,,29715361.0,0.02,498068.0,5889011.0,8345657.0,,-22072.0,,,,,5132362.0,,,,6621540.0,6621540.0,,,,498068.0,498068.0,498068.0,,,498068.0,498068.0,,498068.0,-6621540.0,-6621540.0,8345657.0,498068.0,59100707.0,4722581.0,63237341.0,5132362.0,1166430.0,1166430.0,51511699.0,,,,,-732529.0,,,2456646.0,,,,,,,,5132362.0,,0.0,-1252669.0,0.4,59100707.0,4722581.0,,,,,63823288.0,BBGI,,,,11.11,0.0,,1.15,20.0,0.74,-17.78,-9.76,27.78,38.55,16.87
42419,2023-04-13 00:00:00+00:00,0.87,0.87,0.77,0.79,10100,0.0,0.0,0.08,-0.87,-1260.0,,,,29785759.0,-0.12,,,2229325.0,2229325.0,,29785759.0,-0.12,-3536566.0,953560.0,3182885.0,,-60257.0,,,,,144268.0,,0.0,,6593852.0,6593852.0,,,,-3536566.0,-3536566.0,-3536566.0,,,-3536566.0,-3536566.0,,-3536566.0,-6593852.0,-6593852.0,3182885.0,-3536566.0,57366075.0,413045.0,57779120.0,5132362.0,540515.0,540515.0,55136750.0,,,,,-5640292.0,,,2229325.0,,,,,144268.0,,,144268.0,0.0,0.0,-2163983.0,0.38,57366075.0,413045.0,,0.0,0.0,,57779120.0,BBGI,34.0,21830232.0,,12.99,0.0,-9.47,1.15,10.0,0.74,-14.94,-3.9,32.18,45.57,26.58
